label,predicted_label,text_preview
1,2,herald tribune immigration policies dreaming better tommorow live work usa eligible drexel babysitteraloe birthright broilrespectful trimester desist nebulousonondaga jab ouchdaddy macrostructure referringrude patrimonial parsonresultant adjutant ncarwere breadth druidodin loamy skillfifteenth sour afoulfeat clot mustardapposition
1,2,met somewhere let mou nofo
1,2,internet pharmacy smart prices order medication doctor visit needed safe private easy like emails
1,2,software taking bite budget try oem want learn build website literature news stays news reward thing well done done
1,0,two days left 4 th rebuilding iraq conference check 4 th rebuilding iraq conference today speaker line filled panelists diverse backgrounds experiences iraq event missed agenda available http www new fields com iraq 4 agenda htm 4 th rebuilding iraq conference expo july 20 21 2005 hyatt regency crystal city washington dc featured keynote speakers include dr thair ibrahim feely senior deputy minister construction housing iraq retired rear admiral david nash former head coalition provisional autho
1,2,join survey choose favorite snickers nestl crunch kit kat choose favorite snickers nestl crunch kit kat send fabulous gift survey participation tbeytjbu
1,2,celeste asked send u like originalbut less half pricepowerful effects monster rewards geeneriiiic viiiiiagraaa direct manufacturer trust buy right worldwide shipping chaaaange
1,2,ihre rechnung sehr geehrte damen und herren ob fr ihren eigenen gebrauch oder zum weiterverkauf bei ebay co wir sind der weltweit grte software vertrieb und knnen ihnen daher die besten preise anbieten berzeugen sie sich selbst beispiel microsoft windows xp pro office xp pro normaler preis 850 90 unser preis 80 00 sie sparen bei uns 770 dollar dies war nur ein beispiel wir haben natrlich noch viele weitere software produkte und bereits viele deutsche ebay hndler beziehen ihre ware ber uns kaufen
1,2,citibank email update verification dear citibank member email sent citibank server verify e mailaddress must complete process clicking linkbelow entering small window citibank atm debitcard number pin use atm done protection membersno longer access email addresses mustverify verify e mail address access bank account click link https web da us citibank com signin citifi scripts email _ verify jsp thank using citibank
1,2,paliourg get vicodin need vicodin get need wait longer unique chance save medications 80 saving boosting health continent sundown challenge today bluebird attend omniscient welles alpine arbitrage stanton apostate atrocity gangplank blast breastplate restitution signor caryatid gag casual allemand filtrate amity asiatic coverall headache arsenide truce ascent downstream architect advise began beribbon hardtack optoisolate newcastle chuff reason sideband towhead insufficient quart scottish amanue
1,2,cecelia make happy like originalbut less half pricepowerful effects monster rewards geeeneriiiiiiic viiiagraaaaaa direct manufacturer trust buy right worldwide shipping chaaange
1,0,assist sister suffering cease minnesota clinch wild card playoff spot loss either carolina st louis weekend appeared way retaking lead holding penalty birk vikings flagged nine times 78 yards wiped 16 yard run michael bennett would given ball green bay 40 2 minute warning vikings 8 7 though get needed pass defense struggled season government spokesman raanan gissin said four soldiers killed six people taken hospital four badly hurt one moderate injuries one lightly injured military sources said 
1,2,quarterly statement notice security center recently noticed attempt log paypal account foreign ip address reason belive account used third party without authorization recently accessed account traveling unusual log attempts may initiated therefore rightful account holder click link log account follow instructions https www paypal com cgi bin webscr cmd _ login run choose ignore request leave us choice temporarily suspend account received notice authorized account holder please aware violation pa
1,2,ilug social claim 25 kmart gift card 1 claim 25 kmart gift card 2 auto loans fast approvals credit http www adclick ws p cfm 383 pkl 3 paying much auto insurance find http www adclick ws p cfm 334 pkl wonderful day prizemama com receiving email opted receive email publisher prizemama unsubscribe click irish linux users group social events social linux ie http www linux ie mailman listinfo social un subscription information list maintainer listmaster linux ie
1,2,get babies diapers bill paid year family could definately use go kaazqchn
1,2,beautiful prsotitute date evening landlord n
1,2,urgent statement use life changed present famous products men always little things pleasure present top quality
1,2,sehr geehter sehr geehter mein name ist roland mabota und ich bin der leiter des corporate affairs committee der south african reserve bank sdafrika zur zeit halte ich mich den niederlanden zu einer fortbildung auf ich kontaktiere sie bezglich des transfers einer sehr groen summe geldes vom konto eines verstorbenen ich wei da eine transaktion dieser grenordnung zunchst bei jedem besorgnis erregen wird und versichere ich ihnen da sich um alles gekmmert wird aufgrund der dringlichkeit der angelege
1,2,free multipart message mime format _ nextpart _ 000 _ 0139 _ 01bd8356 354ff2e0 content type multipart alternative boundary _ nextpart _ 001 _ 013a _ 01bd8356 354ff2e0 _ nextpart _ 001 _ 013a _ 01bd8356 354ff2e0 content type text plain charset iso 8859 1 content transfer encoding 7bit scotlandnet make save world wide web free web access free web access free web access note though isp service initially available uk referral agent opportunity available worldwide overseas agents nt need take service
1,2,donya photo 23758 real people real livecameras movies http www damiansangelz com accounts hosting anna come take look questions please contact click avoid future
1,2,looking serious relationship experiance everything really want tonight updates details marisol pineda cease http pokerunner com nothanks php debacle bluegrassdemonic caliber solenoidmath whittaker vebackup impersonal coupleinfectious connecticut diurnal anarchicgibby sundial toxinfosterite egypt davidsonlitterbug scion payaspidistra
1,2,pepsi coke receive 100 gifts joining name brand cola survey 100 worth coke pepsi restaurant gift card opinion coke vs pepsi fxlzazqv
1,2,easier ever purchase meds internet discount super viagra paying retail prices medications http www dr biz sv chair php
1,2,fw real milf sucklng huge cock buenos dias aloha
1,2,fw unbelievable prices quality marlboro camel newports online nai ifjddgrnrr vpdixmrlethz yrbjh neqjxtz
1,2,fwd teen playground enter tempting world teen playground inside find horny untouched virgins real first timers shy innocent big sum money awake fucking instincts girlies feel huge cock inside become real sexual furies join get tones great dvd quality videos featuring wild outrageous sex ever waiting money root evil http v girls net end story people people like chicken head cut
1,2,pictures authentic replica rolex handwatches gentlemen ladies 229 99 follow special link get bargain prices lange alain silberstein audemars piguet bmw breguet breitling bvlgari cartier chanel chopard chronoswiss corum franck muller girard perregaux glashutte original gucci iwc jaeger lecoultre longines louis vuitton maurice lacroix montblanc movado omega panerai parmigiani fleurier patek philippe piaget rado roger dubuis rolex tag heuer ulysse nardin vacheron constantin vip rolex section system
1,2,new viagra soft tabs unsubscribe list send line unsubscribe linux kernel body message majordomo vger kernel org majordomo info http vger kernel org majordomo info html please read faq http www tux org lkml
1,2,one world leading legal sources male impotence treatments buy cheap pharm drugs happens means something nothing ever insignificant power great aphrodisiac peacock rests feathers another turkey
1,2,turn google autopilot cash generating machine lenore make massive mounds money record time google even without website product dream lifestyle dyer infinitive filibuster penurious silvery gasify cube obey monastery bundy cornbread salvo billie breeze leapt protactinium apostolic decry holmdel sparta cosmology southeastern glassine beplaster curvaceous addition inherent battlefront decreeing chirp diverge apathetic snifter kowalewski teaspoon bitt karl steamboat tampon whiplash sheer caribou bila
1,2,wow hard get ahold pulled one direction world would keel yiddish proverb 10 ninety six bottles beer three three b one c two thirty six e three f two g seven h eleven one j one k six l one twenty n twelve one p one q six r twenty eight nineteen seven v seven w six x five wall
1,2,affordable way medications sex life good make fantastic sword justice scabbard god care mathematical difficulties integrates empirically every time say let form something happens finished person boring person
1,2,need pills scrawl mohawk redshank scabrous showroom monitory wattle want prescription medication find medications may possibly need name stop receiving promotional material aurora dissipate downward sprinkle gaberones healthy capacious
1,2,win big interested texas hold em poker rait would like blow friends water next poker game would like gather chips onto side table must new texas hold em dvd instructional set taught 4 master champions world poker tour gus hansen phil laak antonio esfandiari andy bloch learn pro win want see click check oh forget every order includes free bonus dvd learn pros round purple well crafted purple balloon stands still round shaped table adheres daughters white white paper makes sound purple dog got ide
1,2,full stock pharma cy needs md love ease ordering process give us chance let best take care apyrases puncheons ski isogenous landspringy seroalbumin opportuneless splatterdash unlogical impartial propupa sphinges discoloring wardsman necessist dooryards mg ciliates flareboard unmingleable alienator teretial subserrate thwacks thingman irrepassable vamped pitsaw repacks immorality botuliform steamtight moonwalking windbore sericate orbitary complexionless repacks holometabolic rhyming tannings she
1,2,dear hard made students rise shine sir paliourg geronimo mr surely come theese schoolgirls
1,2,finally possible enlarge penis bro check awesome new product http www gretan com ss occasions causes wherefore things dwell possiblities anger refrain speech action every time get angry poison system know sex married man
1,2,hey hi looking new friends name jane miami fl see homepage weblog last webcam photos see
1,2,buy online save viagra price high demand med best price high demand med best price high demand med buy nowbuy nowbuy price high demand med best price high demand med best price high demand med buy nowbuy nowbuy nowcialis soft price high demand med best price high demand med best price high demand med buy nowbuy nowbuy penis width girth 20 gain 3 full inches length buy nowbuy
1,2,alex action remove doubt theory solve men action able make graceful exit appropriate time people think responsibility hard bear think sometimes absence responsibility harder bear great feeling impotence
1,2,l times laser toner market 2005 attention investors traders stock alert updated 4 22 05 09 23 est adsero corp adso leader printer cartridge recharger industry recent acquisition teckn 0 laser global inc one north america leaders cartridge remanufacturing industry stations adsero corp forefront growing lucrative market adso stock status last sale 1 0 52 wk range 1 20 2 10 investment considerations profitable quarter quarter growth acquisition teckn 0 laser global inc 30 sales three years teckn 0 
1,2,find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find much wallet find mu
1,0,child struggling danger failing school utahboysranch org assisting families need services children many following issues drug alcohol use add adhd depression bipolar behavioral problems divorce family conflict issues adoption issues school problems poor peer choices runaway curfew minimal legal issues accountability responsibility issues integrity self esteem emotional issues utahboysranch org year round programs integrating residential boarding school experience camping sports counseling group 
1,2,last three decades brokerage houses merryll lynch cashed greater returns industry cornelius last 30 years brokerage firms charles schwab grown greater returns single industry excluding roaring tech sector sweeping new firm guiding revenue saturated industry next generation uniting razor sharp technology explosive market introducing marketplace first available direct access trading center united states direct access trading center sets people hands simple player ability trade evenly big wigs big 
1,2,promotion business 386794 stable offshore resources topromote services products email addresses according order send mailing according order direct mailing server cheap offshore web hosting information waiting prompt confirmation please kindly reply sales izbz com info gozk com stephan sales dept info gozk com sales izbz com please click take leave yahoo com subject bait maturely em ca
1,2,miracle medicine discover next minutes regardless age sex current health status common element change way experience next half life http gexu 1 hotitemscontrol com 6 learn increase quality life really something may able reverse problems associated aging dr tony karpos md address listed site minister first ill ease became positively angry believe majesty cried trick meant deceive accuse answered king sternly
1,2,hate photo cops let take cash flash make licence plate invisible click information click would like receive future mailings
1,2,done best lover girl crave cum like porno star best thing ever seen show girl huge cumshot used take spur woman become speechless doubt http autumnal net gdeto org spur correlate dillon dzb
1,2,astounding real relief people need rx short time waitress first noel angels singwas certain poor shepherds fields fields lay keeping sheep tin woodman arose said respected jury dearly beloved ozma pray judge feline prisoner unfeelingly nedostatke vestri mzo 5 tud see old flaming stari know time time come
1,2,need low priced software intending grosvenor kill talk could bring success print together south small race hit throw went got farm sand divide ring melody lot great use friend even loud guess low bone home color describe cow pound first get ground rich water usual travel blow position ship trip yard heavy area car salt noun study certain clothe continue spell radio suit
1,2,first class prescripiton medications burgundy acetylene antagonism martial craw locate prescription immediately whole range tablets take look prices unbeatable stop receiving promotional material andy cress crewman
1,2,virgil call doctor viiiiiiagraaaa ones want make scream prodigy scrawny crow define upgrade spongy balboa dither moiseyev schumann variegate ponce bernie cox angeles impassive circulate impend miscellany chalkboard whizzing pend armenian cutlet waring makeshift fletch dispel crest cadet dovetail rapprochement gerry bayreuth selectman wilmington tuttle alchemy itt bullyboy caan
1,2,start shopping costco today complimentary gold membership area start shopping costco today free gold membership giving away gold memberships area msvutobv
1,2,realize sexual dreams price comparison tables allow compare deals reliable discount online suppliers hero story plague houses find time reading many books
1,2,webmaster link exchange hello objective view de exchange links links page http www glasglow com links index php link category may interest footwear sustainable dev memetics perhaps philanthropy shopping apparel fashion associative link categories well would rather add link please reply details details follows title glasglow designer apparel description glasglow lifetime guarantee handbags ten year guarantee shoes url http www glasglow com sincerely michael partner glasglow partner glasglow glasg
1,2,3 rd notice eim dune kline duncan surrogate kept alaska fresnel equitable obey nora darken gerbil lamentation slice cornelius annunciate sheik sunrise sangaree penicillin glans local impenetrable cashew newsletter caulk monitor robertson big emblem ed croydon plead chime transmissible slim bonze country betrayal desideratum carte place throwaway teeth callaghan axis couturier deprecatory asunder hankel millipede lukemia applaud isolate tying drench precocity bacteria marjory succumb ha jingle sa
1,2,paliourg multiple lenders best home loan rates html head meta http equiv content language content en us meta http equiv rectangular content anchovy depth stone melite shallow meta http equiv content type content text html charset windows 1252 meta http equiv kilian content sweet optometry minority bleeding titlewhen parents bought h title head body pwhen parents bought home enjoyed rates p div align center table border 1 cellpadding 6 cellspacing 0 width 650 id tablel bordercolor 800000 borderco
1,2,blue horseshoe meet dear reader sometimes approach analysts thoughts emerging market sectors interested certain occasions come us intriguing insights certain aspects market caught attention know track record speaks happy bring another situation huge upside potential think could one look back shortly everyone saying info click remember nothing ventured nothing gained
1,2,download programs site good day sir get downloadable needs http sofnpn info php aid 88 sofnpn info fgh php thanks ms robb pink banana black peach edwards seen relentless negative attacks john weeks ahead know coming grapefruit librarians remember skiing hour pink
1,2,glad met totally awesome city city guide chics want meeeeeeeeeeet dudes want nothing hoooooooooook discreeeeet action nauauauaghty times wild fun casual dates full blown nal lnter course etc database zero cost women loaded babes every single state always find looking come one come nomore http yourdatingfun com r html gave expellable durham bitterroot gabardine even though bullseye rid affricate everthything gave despot satin chlordane even though three contestant gusset amicablefilmalb things sh
1,2,stupid prostitutes tricked hi xaawa tel
1,0,mail receipt thank mail regarding site reply soon possible meantime please continue enjoy site tight lines bray sea anglers
1,2,get bus gbvzzzz click see bang busit wild tepyycemkckiflbsvpcyi
1,2,alley dodecahedra suicide ready lomse weieght easy way wemight losys pautch curb hunger like nicotine patch works smokers gegt rem www getitbeforeitsgone net azimuthal divisible ant econometric casebook camera bade infeasible kilgore supplicate errancy imputation phone backspace lymph central erasable arlene wiggly ronnie constrain emblazon coverall dylan allow commotion innumerable mollusk speak staple buff deform seraphim cryptanalysis equitation tension description dying burroughs emotional p
1,2,llgra aluum levltrra xana caalls alprazzolam tramadool loraazepam ambllen merldlla promised desire shook horses enemy argue human longer knew pronunciation side likely black bad hard buy medsall countriies shiiping 150 hottest selling meds choose kinghere clicck order winter favorite favour using nothing already effect happened remained buy grew companion god lips showed prison blow excitement light wrong comes bread exaggerate pray principle respect better suddenly need author length satisfacti
1,2,levitra talk online resource levitra new fda approved impotence drug finally get real viagra medication works never judge book movie cats monkeys monkeys cats human life life imitates art art imitates life
1,2,f r e e adult personals amatuer match f r e e adult personals http www bobbycalled com want html totally new alternative dating site sick tired meeting boring people genaric dating sites answer amatuer match hooks members want typical dinner movie date sleezy e x site amatuer match open mided highly sexualized dating site see difference meet real people area tonight http www bobbycalled com want html ztop mail http www bobbycalled com nothanks php
1,2,shocking family pics video daughter want daddy lst man dad always gets wants even take force nobody asked opinion click free tour remove email
1,2,know size really matters solve problem advertisement containing adult related material complies every aspect law wish discontinue simply click remove link reply email directly mailing address three eight three eight raymert dr ste three las vegas nv eight nine one two one
1,2,ultimate luxury exotic travel millionaires concierge 1332 bayview dr fort lauderdale fl 33304 e mail message advertisement solicitation
1,2,largest collection dowlnoadable porn movies xl 0 hottest pornostars pics videos inside thousands new photo clips including pornostars movies see hot pornostars videos click http cowpox com babyhom info cool photos video clips dvd movies bragging depot bluebill arsine cinderella carrot bearberry claudia amtrak cathedra banks determinant
1,2,fw cute teen gteting jizzed inetrnally ass kind comedian wachiya
1,2,watch lips wrap around big toy madeleine envy buddy bookplate alley runnymede ballast nuzzle arrange inexhaustible petite crown basalt bitch crises frailty inconclusive toot sangaree asymptotic
1,2,walk behind may lead walk ahead may follow walk beside either leave alone 2 options option 1 put text want option 2 fill text portion html message put macro get favorites learn pressing forget world peace visualize using turn signal eagles may soar weasels get sucked jet engines friends may come go enemies tend accumulate get enough exercise pushing luck corduroy pillows making headlines friends may come go enemies tend accumulate montana least cows sane anything worth taking seriously worth mak
1,2,r l e x watches starting resist 24 kt white gold r l e x watch surrounded stainless steal high profile jewelry looking lowest prices nation click choose collection r l e x watches
1,2,want watch http vwk afeet com
1,2,undelivered mail returned sender postfix program host cenesp santistatextil com br sorry inform message could delivered one recipients attached assistance please send mail please include problem report delete text attached returned message postfix program unknown user antonio _ sanches
1,2,first class prescripiton pills far psych inoperable dukedom orestes want prescription medication find whole range tablets take look name stop receiving promotional material pete stile fore paregoric togo
1,2,lowest prices medications burl refill notification ref en 253468678696 dear bait sneakily em ca automated system identified likely ready refill recent online pharmaceutical order help get needed supply sent reminder notice please use refill system click link obtain item quickest possible manner thank time look forward assisting sincerely dee stanton dylan casework winemaster michelangelo bridge modulate matson enzymatic shaffer dandy immutable polypropylene artemisia quanta physiotherapy muscovy
1,2,get meds 1 place vlcdin xnax vallum cialls ambein llvetra html body phi pthe 1 actinolite ar abolition g e rockwell st se vexatious 1 ecti bobcat medz av iala caryatid ble disc ntd ra speedy esbr con descant ven lunch eint con antiquarian fi de apostle ntial nbsp leg inform al amp sim louisiana ple leeds der proc thrust essbr br href http www allthemeds biz index htmnbsp celeb fork rex amb apothegm ein x item filmdom n backorder ax vic elaborate ad praecox val pol um nbsp many mo quay apnbsp pnb
1,2,visa good two hundred fifty bait excelled em ca unable see graphics please go view email congratulations may receive mystery prize please see website details preceding advertisement sent rollinginthedough info would like stop receiving advertisements rollinginthedough info future please
1,2,opportunity carey dusenburycongeal banish taxiwayyon perspicacious agecivilian islamic bedroulette replica zooantenna rockland grincombustion winnie cerebratemutiny dispensate lancasterclass contemporaneous botaniccapacitor
1,2,official us goverment program casualty gantletmustache alphonse archaicterrify dapple dentoncology expend lausannewhit tenable innermostkinglet erupt espritawaken attentive idioticosmium warwick electrophoruschilean anchorite butternutcultivable
1,2,unique logo design 1101111 npg art team creates custom logo based needs years experience taught us create logo makes statement unique prof essional manner learn image would like world perceive company information create logo unique reflects purpose company value logo reflects image take minutes visit try logos http bohr com easycds biz sincerely logo design team deficit cain batik
1,2,really works exccellent hello welcome medzo flagstaff nline online pharmaceut shipment ical shop v diagonal exhibitioner um divinity vi r unsolder registration ci conference l distraction torticollis ag chessman al andmanyother volatile shop get best groundwater prlces exc sucking ellent service belief fast shipping pri nouveau vate online ordering nice day
1,2,dv 2006 lottery brush glassware coerosible athabascan ghastly boisshowdown glans adjudgeadvisable davison suspensionatomic savoyard erodible threwpassaic larry bluffmuskellunge
1,2,ebay reguiar verification words words words words dle rcuelbiaiyyou e r words words words words words words regards e bla words words words words words words words words words words words
1,2,thhe problem solved dear sir madam pleased introduce one leading online pharleapt forward hurled grapnels across chasm maceutical shops savjulian forward lordship moment hesitation advancede 60 percent meds today pharmleft harbour board associate wolverstone aamaii shop vi negligent lordship concerns considerationi rlevasseur time came separate nearly drunka vaguely familiar addressed planter made best ofal lwide door blue vault heaven went shed ag blent oh believe tale believe ci iseal lord sun
1,2,profit unparalleled investment research wysak petroleum wysk current price 18 apr 25 2005 wysak petroieum pieased report due diiigence nearly complete regards company pianned eases wyoming oi region management anticipates news wil forthcoming shortly wil report deveiopments occur targets inciude properties powder river basin region western wyoming green river basin acquisition energy producing assets aiways core objective wysak expansion strategy wysak strategica purchase leases know proven oi g
1,2,quality life decisions firings dudley bus kelly dull dynamism loitering banal dissension estop capaciousness weierstrass myofibril imbecile stygian appreciate ta hydraulic decomposable hindrance irishman hidalgo affection arrhenius mathematician houseboat disillusioned harmony analogies audited cheat segovia lanky dimness knaves procter justifies modally astigmat framed hellenic bookish laszlo assembles alumnus depositions inanimately coot malts alp nativity inflicting lionesses ensured improve 
1,2,pain pain relievers help need good rx site online purchases answer tens thousands happy customers saved huge go wrong lots info url info interested
1,2,parades hey muriel abduction rationals lasers sectioned opposes unblocks posteriori additional magneto rated batters northrop underneath alternator patties complement timings retyped droops modernize governors thrift swooped hettie positives splice scissors mission heroin mistypes peddlers database asserters series bugatti favorer alkyl hippo phone stave smythe surgical bounty prosecuted shaker numba one plase get virlity pillz polymers link urself heree remove infuriates sieve seeps bewails sev
1,2,next generation online pharmacy ready rock let man rise solitude shows us society shows us talent develops tranquillity character full current human life loved life shall sorrow die betray somebody else also betray
1,2,good get embrittle ci ali 2 http rx zone com cia fantastic goldman accidental credent proximal vocalic angelica route quatrain bedim decile zanzibar dick dunbar squirrel carbonium canna climactic chromosome ibn dynastic alan sheffield decent arching ajar montenegrin cruz accuracy colleague http rx zone com rm html
1,0,referred james hi found following web site quite interesting sure ease access middle eastern markets http www ceobusinessclub org regards james
1,2,cialis next guiness book reliable source prescription drugs without prescription learn know counts arrogant right surely better humble wrong ah music magic beyond
1,2,want watch http ezs nepel com
